observation_id,timestamp,src_ip,dst_ip,src_port,dst_port,txid,provenance,dataset_id,generator_version
OBS-521b69b5bf68b6c46d3c5bae,2025-02-23T03:54:08Z,10.0.109.17,10.0.106.115,36615,38625,86534bc5bb166ff54b3c4edac79282b15bdc0036a797170a0263a745671949b9,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-2c07e2e89dccab90d84b50c4,2025-02-23T03:11:28Z,192.168.132.9,192.0.2.247,29039,14442,7aa63e35950a2c3248729554659c05030ad3cbef13cba759654f551553ae6cc8,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-8afe6e681d40a12f2a6e93cc,2025-02-23T03:08:14Z,172.16.214.130,10.0.162.31,32957,53135,7aa63e35950a2c3248729554659c05030ad3cbef13cba759654f551553ae6cc8,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-b0d43d4a804e42e8df8a6bce,2025-02-23T03:11:11Z,192.168.225.51,10.0.111.114,27823,14861,7aa63e35950a2c3248729554659c05030ad3cbef13cba759654f551553ae6cc8,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-a2d235f7672f50b039ff5532,2025-02-23T03:09:00Z,172.16.185.149,10.0.183.151,57358,62387,7aa63e35950a2c3248729554659c05030ad3cbef13cba759654f551553ae6cc8,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-ebcc9292a01e0371aef24dc7,2025-02-23T03:46:31Z,10.0.53.14,198.51.100.37,35537,5126,18eb590ca296577480adcf0129a6359b6a634ca75eb68f5b261fc3814c411d64,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-a71da70c7d4961af91bc4c98,2025-02-23T03:45:11Z,192.0.2.116,192.168.178.173,5757,64638,18eb590ca296577480adcf0129a6359b6a634ca75eb68f5b261fc3814c411d64,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-3bddc2f3255dc8842b18a724,2025-02-23T03:45:06Z,10.0.252.235,172.16.131.29,57171,2375,18eb590ca296577480adcf0129a6359b6a634ca75eb68f5b261fc3814c411d64,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-5cfe37af667615afd2ff58ee,2025-02-18T23:20:36Z,10.0.206.147,203.0.113.131,15293,1114,a378fc8e69bce391f488f0ae48d882b4a533d72dac465e070020719a7f9e1099,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-72d62c0f5666fb8a023c7606,2025-02-18T23:19:10Z,192.168.15.181,192.168.47.93,40830,47605,a378fc8e69bce391f488f0ae48d882b4a533d72dac465e070020719a7f9e1099,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-2762fa19eb24d4be202ddd8c,2025-03-28T05:36:22Z,203.0.113.254,10.0.89.122,6983,12974,304d75826f96214d69b5324e59c370730bcd4e143704e407095ed6ec1c704045,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-cb6bec41583b8ea1ec1a53a6,2025-03-28T05:36:02Z,192.168.242.60,198.51.100.204,46860,6209,304d75826f96214d69b5324e59c370730bcd4e143704e407095ed6ec1c704045,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-8245f2b96f22c0783f00e1b5,2025-03-28T05:40:38Z,172.16.96.129,192.168.75.83,13787,60275,3256faaed4b6e70adaadc0ab05a382ae8d0f639604bbe104ef7787128db704df,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-9c5fcdc7a21ec3661752ed93,2025-03-26T05:38:28Z,203.0.113.87,10.0.107.71,59240,50944,3256faaed4b6e70adaadc0ab05a382ae8d0f639604bbe104ef7787128db704df,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-7132ad6bf3e48639f32dd08e,2025-03-28T05:41:40Z,10.0.121.54,172.16.250.235,9883,56390,3256faaed4b6e70adaadc0ab05a382ae8d0f639604bbe104ef7787128db704df,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-4bfaf77bf492e3672e6c9905,2025-03-28T05:38:41Z,192.168.200.246,198.51.100.142,40081,45195,3256faaed4b6e70adaadc0ab05a382ae8d0f639604bbe104ef7787128db704df,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-1b3ebe03e32c5b954027f656,2025-03-31T05:40:42Z,192.0.2.122,198.51.100.107,20868,2482,3256faaed4b6e70adaadc0ab05a382ae8d0f639604bbe104ef7787128db704df,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-b2407675e20f92707f7e2d2f,2025-03-28T05:40:31Z,192.168.216.16,172.16.233.24,42083,48889,3256faaed4b6e70adaadc0ab05a382ae8d0f639604bbe104ef7787128db704df,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-9817ee31af65fcee11880404,2025-03-28T05:51:17Z,203.0.113.43,192.168.54.107,27819,62511,7831d67e4810e981b015340fcaeac894dc3ed56b6b3e11a28b50eb9e1ccc4e28,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-98dd528296a6fcdc17a1ac09,2025-03-28T05:50:42Z,198.51.100.176,198.51.100.116,26090,50690,7831d67e4810e981b015340fcaeac894dc3ed56b6b3e11a28b50eb9e1ccc4e28,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-13269bff6f7e729db102e118,2025-03-28T05:38:40Z,10.0.227.70,10.0.138.36,2316,51043,c6e768e310c89ca9e20b65056ebb84b3c2d0dd99918441a7358d84ecabd31a17,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-0600fb331948fdcc3ca06feb,2025-03-28T05:38:35Z,10.0.164.99,192.0.2.184,22961,51510,c6e768e310c89ca9e20b65056ebb84b3c2d0dd99918441a7358d84ecabd31a17,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-02c1a67285021d4acf82fd0b,2025-03-28T05:38:51Z,192.168.132.149,192.0.2.45,16652,36157,c6e768e310c89ca9e20b65056ebb84b3c2d0dd99918441a7358d84ecabd31a17,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-fa9c9cd1c8e72a84fbaca5d1,2025-03-28T05:39:26Z,203.0.113.61,192.0.2.194,41746,12464,c6e768e310c89ca9e20b65056ebb84b3c2d0dd99918441a7358d84ecabd31a17,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-38a5b518b02559b85b6b45c4,2025-03-28T05:38:47Z,192.168.59.140,10.0.223.38,13009,37123,c6e768e310c89ca9e20b65056ebb84b3c2d0dd99918441a7358d84ecabd31a17,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-32bbb398d50611649ae3e9d3,2025-03-28T05:38:51Z,192.0.2.177,192.168.144.171,3838,43043,c6e768e310c89ca9e20b65056ebb84b3c2d0dd99918441a7358d84ecabd31a17,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-e090ea1fa0c5e5065e9b4e22,2025-03-28T05:15:05Z,198.51.100.156,172.16.93.59,53972,32040,7b5bd3011c31fd4ad770b090b52b0c7940a70a8eaa1b707693243a2eecb8dcff,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-c1f72e6c124cf7737ae0beb1,2025-03-28T05:14:38Z,192.168.93.17,172.16.218.214,13713,40781,7b5bd3011c31fd4ad770b090b52b0c7940a70a8eaa1b707693243a2eecb8dcff,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-3d2030aa540656d6ff8366ed,2025-03-28T05:14:31Z,192.168.88.195,192.168.236.96,22584,1908,7b5bd3011c31fd4ad770b090b52b0c7940a70a8eaa1b707693243a2eecb8dcff,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-76408115fa6966b9607c5f3e,2025-03-28T05:14:38Z,192.168.76.18,192.168.200.115,36075,5391,7b5bd3011c31fd4ad770b090b52b0c7940a70a8eaa1b707693243a2eecb8dcff,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-ecb1ef1303776dbfee939d51,2025-03-28T05:15:03Z,203.0.113.221,192.0.2.252,28549,1856,7b5bd3011c31fd4ad770b090b52b0c7940a70a8eaa1b707693243a2eecb8dcff,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-dbc70d353aea79fbdbba5210,2025-03-28T05:14:51Z,192.0.2.138,198.51.100.203,52189,18387,7b5bd3011c31fd4ad770b090b52b0c7940a70a8eaa1b707693243a2eecb8dcff,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-e0348ef4063a4bdb68cb9cf1,2025-03-28T05:14:57Z,172.16.4.118,10.0.132.159,9778,32814,7b5bd3011c31fd4ad770b090b52b0c7940a70a8eaa1b707693243a2eecb8dcff,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-1b4df8d0e8093b08f22ebbe7,2025-03-28T05:51:40Z,10.0.147.36,192.0.2.137,17279,46471,bb9f3da20d29719a17321a1cd3135e80753a11a352c0ad805717569b7f9ed4b8,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-e498d176a7da257223dedb8a,2025-03-28T05:26:45Z,10.0.101.71,203.0.113.45,15699,14053,b923c7ff34e5de66ebcb1d952d5cc55abc952db7f232f70b9e54ad23b7e2266b,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-390f39e2eb03028239f40baf,2025-03-28T05:24:11Z,198.51.100.201,10.0.1.194,31079,40951,b923c7ff34e5de66ebcb1d952d5cc55abc952db7f232f70b9e54ad23b7e2266b,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-d544509e326f2c65b3cd95fb,2025-03-28T05:25:25Z,10.0.102.178,172.16.230.82,22481,3770,b923c7ff34e5de66ebcb1d952d5cc55abc952db7f232f70b9e54ad23b7e2266b,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-8ae0dd3d4d6c3ead265b8973,2025-03-28T05:24:22Z,198.51.100.177,198.51.100.156,44469,59042,b923c7ff34e5de66ebcb1d952d5cc55abc952db7f232f70b9e54ad23b7e2266b,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-6879f0eb68a4a6ae2256b887,2025-03-28T02:42:21Z,203.0.113.125,192.0.2.88,43556,49883,79a89e6f9eed3545a4ce70a819151627513c1bfe47081f97b3adc48fc2710ab9,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-50e4dff8ee55fcca15975feb,2025-03-28T11:24:19Z,192.0.2.164,198.51.100.178,53065,5552,79a89e6f9eed3545a4ce70a819151627513c1bfe47081f97b3adc48fc2710ab9,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-344f6e37cf1517c0bd8de85b,2025-03-28T02:56:44Z,203.0.113.3,172.16.128.128,27885,47395,79a89e6f9eed3545a4ce70a819151627513c1bfe47081f97b3adc48fc2710ab9,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-b1e92a61e6c221b063f47b19,2025-03-28T05:50:27Z,198.51.100.21,172.16.120.15,20799,19409,28e1da54adee8d3da818f295765af90da8fa76695e94437d04371c47b3994d63,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-a097bda4e64d1d0c935f8687,2025-03-28T05:52:45Z,10.0.16.5,198.51.100.153,22195,42994,28e1da54adee8d3da818f295765af90da8fa76695e94437d04371c47b3994d63,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-07e8e8f476ed29db1fe9e339,2025-03-28T05:21:21Z,198.51.100.174,198.51.100.62,12739,5190,a4f7116ae881c0d44ddcdb20a86c9fb4c316095ca3d32f0aa4c78942961bf73a,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-ce897f1e9d869bd2b164b4da,2025-03-28T05:23:31Z,10.0.66.108,10.0.184.31,9949,64619,a4f7116ae881c0d44ddcdb20a86c9fb4c316095ca3d32f0aa4c78942961bf73a,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-289886259f8c988197e04e87,2025-03-15T00:50:02Z,172.16.27.115,10.0.237.159,22231,10024,76d4a7bd44b6369cdc14be290c0dc43e2cb46cb206bf8a61cbece3ad68659bc4,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-5f4afed2fa0360af829261a1,2025-03-15T00:52:19Z,203.0.113.13,203.0.113.133,57617,62877,76d4a7bd44b6369cdc14be290c0dc43e2cb46cb206bf8a61cbece3ad68659bc4,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-eff5b552e987d2b72173f449,2025-03-15T00:50:47Z,172.16.198.98,203.0.113.28,53073,17741,76d4a7bd44b6369cdc14be290c0dc43e2cb46cb206bf8a61cbece3ad68659bc4,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-1371999286b4d549b0413fed,2025-03-15T00:52:42Z,203.0.113.26,172.16.151.80,33661,47044,76d4a7bd44b6369cdc14be290c0dc43e2cb46cb206bf8a61cbece3ad68659bc4,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-d97795c0e598b253440427e6,2025-03-15T00:52:12Z,172.16.118.203,203.0.113.27,18914,14634,76d4a7bd44b6369cdc14be290c0dc43e2cb46cb206bf8a61cbece3ad68659bc4,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-0be68d6de862a969c9eeeb4b,2025-01-03T22:18:16Z,198.51.100.107,192.0.2.175,6221,61881,22af31b81f37da8a48314122f99bdc7e79648f7a9e8452181d81d3e75f55ca55,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-f5a340802d32862a225298a6,2025-01-03T22:17:52Z,198.51.100.84,192.0.2.77,48212,49624,22af31b81f37da8a48314122f99bdc7e79648f7a9e8452181d81d3e75f55ca55,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-1e74709461c4dc6b475876a8,2025-01-03T22:17:59Z,192.168.220.20,192.168.206.179,3694,35468,22af31b81f37da8a48314122f99bdc7e79648f7a9e8452181d81d3e75f55ca55,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-4672b59b7ecc48373892df7d,2025-01-03T22:17:31Z,203.0.113.177,172.16.11.61,21829,11557,22af31b81f37da8a48314122f99bdc7e79648f7a9e8452181d81d3e75f55ca55,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-c9c0ee44640d9298736bf3c8,2025-01-03T22:18:26Z,192.0.2.70,172.16.64.87,19733,4779,22af31b81f37da8a48314122f99bdc7e79648f7a9e8452181d81d3e75f55ca55,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-b554abdc291ef6c872782a35,2025-01-03T22:17:51Z,192.168.44.57,198.51.100.173,7227,29229,22af31b81f37da8a48314122f99bdc7e79648f7a9e8452181d81d3e75f55ca55,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-95e65a48c0ae97224708ecc4,2025-01-03T22:18:28Z,192.0.2.7,10.0.186.231,6503,25445,22af31b81f37da8a48314122f99bdc7e79648f7a9e8452181d81d3e75f55ca55,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-a25e71d0e7cba41c68ce437e,2025-01-01T18:21:02Z,192.168.178.192,10.0.218.226,27651,38454,9b770b41049ef421dbd05db4d68d9bc4a44298ffc732ca4358cb6a543f2ce84d,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-d12b5ea2edc972cad4ad332b,2025-01-03T18:22:14Z,198.51.100.8,192.168.211.133,41312,21782,9b770b41049ef421dbd05db4d68d9bc4a44298ffc732ca4358cb6a543f2ce84d,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-5ed1664dce3223bb5a2941f4,2025-01-03T18:22:59Z,192.0.2.142,192.0.2.22,8319,27142,9b770b41049ef421dbd05db4d68d9bc4a44298ffc732ca4358cb6a543f2ce84d,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-1de47ad5cccf10803bc5eb8d,2025-01-06T18:22:41Z,172.16.156.53,203.0.113.55,63054,14129,9b770b41049ef421dbd05db4d68d9bc4a44298ffc732ca4358cb6a543f2ce84d,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-722f418762035ad86d3b332a,2025-01-03T18:23:08Z,172.16.174.192,198.51.100.90,42198,39288,9b770b41049ef421dbd05db4d68d9bc4a44298ffc732ca4358cb6a543f2ce84d,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-310ec9a9f6ea530d8a6af78d,2025-01-03T18:22:01Z,192.0.2.223,10.0.48.214,35671,31588,9b770b41049ef421dbd05db4d68d9bc4a44298ffc732ca4358cb6a543f2ce84d,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-01b2a4721a93338cbee5cc98,2025-01-07T06:36:21Z,192.0.2.224,172.16.225.2,22213,20355,ef28b8eac2362bd1cffdb9ef09ea754cb906a1a10bad89b9ffd46184c39d1d4b,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-ace227d6331c0018563f91bb,2025-01-07T06:36:09Z,192.0.2.193,203.0.113.230,49392,1123,ef28b8eac2362bd1cffdb9ef09ea754cb906a1a10bad89b9ffd46184c39d1d4b,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-1902b78c5a6cd9bcdb3f9af3,2025-01-07T06:36:26Z,203.0.113.251,172.16.176.239,58132,59302,ef28b8eac2362bd1cffdb9ef09ea754cb906a1a10bad89b9ffd46184c39d1d4b,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-8d9911bdbd0e7d606a58a1d3,2025-01-07T06:36:03Z,198.51.100.11,192.168.121.197,31968,2479,ef28b8eac2362bd1cffdb9ef09ea754cb906a1a10bad89b9ffd46184c39d1d4b,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-769d125d95d8517aae08444e,2025-01-07T06:35:49Z,192.168.92.107,198.51.100.198,58991,29475,ef28b8eac2362bd1cffdb9ef09ea754cb906a1a10bad89b9ffd46184c39d1d4b,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-999484513b4df262f79e17b9,2025-01-07T06:35:48Z,198.51.100.159,172.16.31.244,8361,27622,ef28b8eac2362bd1cffdb9ef09ea754cb906a1a10bad89b9ffd46184c39d1d4b,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-48221d42af59da7b93bb4e7f,2025-01-07T06:36:08Z,192.0.2.219,10.0.233.170,10597,14717,ef28b8eac2362bd1cffdb9ef09ea754cb906a1a10bad89b9ffd46184c39d1d4b,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-73f729d64594249aeed02d6d,2025-01-07T03:58:13Z,192.0.2.48,172.16.155.50,45508,33481,fda91197081ab23e8cd45037f0ac7aab56428f65ab4e9338828b6d2fd52c40a5,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-883d0870c16e0be142785ddf,2025-01-07T07:13:18Z,203.0.113.31,203.0.113.165,58477,21074,fda91197081ab23e8cd45037f0ac7aab56428f65ab4e9338828b6d2fd52c40a5,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-de0dffd1682506befb486f6a,2025-01-07T12:19:05Z,203.0.113.63,192.168.149.168,52715,4685,fda91197081ab23e8cd45037f0ac7aab56428f65ab4e9338828b6d2fd52c40a5,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-d6787115f1dcdf1f81a6879d,2025-01-07T06:23:51Z,192.0.2.4,192.0.2.203,6560,60302,fda91197081ab23e8cd45037f0ac7aab56428f65ab4e9338828b6d2fd52c40a5,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-c86099fbdbe458b3a4f3f726,2025-01-07T06:55:42Z,198.51.100.235,198.51.100.43,30505,62883,fcc3d95f20e61985c6573479a8c38ae94d88fb5b17d0786827d1f8256c54958d,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-e762260d4de02aaf04784333,2025-01-07T06:56:08Z,198.51.100.231,203.0.113.58,55400,60110,fcc3d95f20e61985c6573479a8c38ae94d88fb5b17d0786827d1f8256c54958d,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-626346b62058cfdcf81720e4,2025-01-07T06:55:47Z,192.168.77.14,198.51.100.149,6540,7406,fcc3d95f20e61985c6573479a8c38ae94d88fb5b17d0786827d1f8256c54958d,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-b348ef312d605e2165465d1e,2025-01-07T06:56:17Z,192.0.2.118,192.0.2.86,37087,20773,fcc3d95f20e61985c6573479a8c38ae94d88fb5b17d0786827d1f8256c54958d,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-fc41d0ef3cd5246cc9c345dc,2025-01-07T06:56:12Z,172.16.230.7,203.0.113.8,37628,61171,fcc3d95f20e61985c6573479a8c38ae94d88fb5b17d0786827d1f8256c54958d,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-4d88e2e477d2753cbf9c8a84,2025-01-07T07:15:48Z,203.0.113.222,198.51.100.170,10863,36306,07e57cd9ebc25b413ba5715a550581bf0d5a013cdb65be4ddaed94059cfbae2b,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-6cffd5283d21032238f2a968,2025-01-07T07:15:55Z,203.0.113.172,10.0.152.161,22046,22843,07e57cd9ebc25b413ba5715a550581bf0d5a013cdb65be4ddaed94059cfbae2b,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-56d1d7ffa65289e4b96d4163,2025-01-07T07:15:32Z,192.168.148.106,192.0.2.124,22129,32328,07e57cd9ebc25b413ba5715a550581bf0d5a013cdb65be4ddaed94059cfbae2b,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-77c961dcca642bc0c73fd6e5,2025-01-07T07:16:20Z,172.16.52.19,203.0.113.184,35424,18208,07e57cd9ebc25b413ba5715a550581bf0d5a013cdb65be4ddaed94059cfbae2b,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-a12404d0931b9c5d7894777d,2025-01-07T07:16:18Z,172.16.159.50,10.0.66.184,27996,37996,07e57cd9ebc25b413ba5715a550581bf0d5a013cdb65be4ddaed94059cfbae2b,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-372cfa9265b2fed6a23a4378,2025-01-07T07:16:30Z,172.16.247.183,172.16.90.251,15316,55851,07e57cd9ebc25b413ba5715a550581bf0d5a013cdb65be4ddaed94059cfbae2b,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-5ba34895d5f7a0239274c080,2025-03-13T06:49:18Z,172.16.137.188,10.0.153.120,51346,46629,a8e2c43173ef15ae3f4a9b7dc9486c7c2822c649b768a49e7d83dbe30e4be7de,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-8e5241ec42ff727880cdd6a5,2025-03-13T06:49:01Z,192.168.132.154,192.0.2.52,40368,60349,a8e2c43173ef15ae3f4a9b7dc9486c7c2822c649b768a49e7d83dbe30e4be7de,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-a96a209dbbc21fdfdcf3c28d,2025-03-13T06:49:27Z,198.51.100.206,10.0.148.179,48072,8378,a8e2c43173ef15ae3f4a9b7dc9486c7c2822c649b768a49e7d83dbe30e4be7de,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-9eb3dd74aa4bf7c453c0f36f,2025-03-13T06:48:47Z,172.16.198.209,10.0.191.63,57574,44012,a8e2c43173ef15ae3f4a9b7dc9486c7c2822c649b768a49e7d83dbe30e4be7de,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-c2909fa32928f08144df44ea,2025-03-13T06:59:09Z,203.0.113.18,198.51.100.208,48735,62056,bafc1aeb157d026b77f5357aad75a00d1068b003cda471ad2609f5c42ae66e62,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-85516b34f0eee12ede7886de,2025-03-13T07:08:57Z,10.0.111.85,192.0.2.42,52535,57469,75e74126b2b9b75c17f92a197b7bc5031429d7ef4f7c8b133c762afeaa021f35,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-77392c6d3263c74e95ead8aa,2025-03-13T07:09:10Z,203.0.113.150,203.0.113.238,41853,57165,75e74126b2b9b75c17f92a197b7bc5031429d7ef4f7c8b133c762afeaa021f35,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-c533152b2fc3eb5a5d818dc1,2025-03-13T07:09:29Z,203.0.113.48,192.0.2.74,29581,42354,75e74126b2b9b75c17f92a197b7bc5031429d7ef4f7c8b133c762afeaa021f35,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-a2ce6f2585ec9e345779ea51,2025-03-13T07:08:59Z,198.51.100.242,198.51.100.140,50455,15822,75e74126b2b9b75c17f92a197b7bc5031429d7ef4f7c8b133c762afeaa021f35,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-492a90123358520b0d4b8261,2025-03-13T07:09:21Z,172.16.148.98,192.168.10.136,64558,12503,75e74126b2b9b75c17f92a197b7bc5031429d7ef4f7c8b133c762afeaa021f35,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-3c047230387408e7f0b9689f,2025-03-13T07:08:52Z,172.16.144.23,198.51.100.246,26295,24869,75e74126b2b9b75c17f92a197b7bc5031429d7ef4f7c8b133c762afeaa021f35,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-de8d6579209cef55d78804ba,2025-03-13T07:17:01Z,192.0.2.9,10.0.71.22,64154,5309,4d420a73ac94cd5a2ccc5c832795ddf84d093dc940eccf41be763aa086a0526b,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-5f7461b2a87b4067e38ce070,2025-03-13T07:18:34Z,203.0.113.87,172.16.99.209,1500,63301,4d420a73ac94cd5a2ccc5c832795ddf84d093dc940eccf41be763aa086a0526b,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-4fd2d31995a5137b233c447f,2025-03-13T07:18:35Z,192.0.2.218,172.16.205.140,56427,15479,4d420a73ac94cd5a2ccc5c832795ddf84d093dc940eccf41be763aa086a0526b,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-ad95d4a4b4e4bb09ee894a02,2025-03-13T07:28:29Z,10.0.12.81,192.168.238.231,24143,28661,f094b40ac921f151cef59fd270831646a38f425814601ea62720f925ea0dafc1,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-f96c46ffcd07d401d4701ef1,2025-03-13T07:28:11Z,198.51.100.213,203.0.113.227,49604,61078,f094b40ac921f151cef59fd270831646a38f425814601ea62720f925ea0dafc1,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-c73c51e68fa6fb7ce73bd943,2025-03-13T07:37:09Z,192.0.2.68,172.16.80.29,49520,18306,6a4cb1f2e600327bf47ed96028294c27093228fd7f356581bcc86a4483e7cb26,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-15c04b1e9bbf6e67186a79ef,2025-03-13T07:39:11Z,198.51.100.26,10.0.210.46,55777,5037,6a4cb1f2e600327bf47ed96028294c27093228fd7f356581bcc86a4483e7cb26,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-241063bbfd90a67986678a53,2025-03-13T07:37:25Z,203.0.113.102,198.51.100.7,19728,10627,6a4cb1f2e600327bf47ed96028294c27093228fd7f356581bcc86a4483e7cb26,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-12d467b83e7ac70c5f0a7bb8,2025-03-16T07:37:07Z,10.0.81.242,192.168.63.191,61579,28286,6a4cb1f2e600327bf47ed96028294c27093228fd7f356581bcc86a4483e7cb26,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-c2a25771b374a0f6b05fd0b8,2025-03-13T07:40:34Z,10.0.177.134,198.51.100.42,12109,33588,6a4cb1f2e600327bf47ed96028294c27093228fd7f356581bcc86a4483e7cb26,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-0e2ea80cbe16dfb6586f8044,2025-03-15T07:48:50Z,198.51.100.163,172.16.43.164,54456,29441,ff66faaecc79afba1e6699741746b1ed9f970db53fcc58d93ff4d9743ec196e4,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-1c232098b9995e12a7c4918d,2025-03-11T07:48:02Z,172.16.169.95,10.0.253.63,39859,33219,ff66faaecc79afba1e6699741746b1ed9f970db53fcc58d93ff4d9743ec196e4,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-ec9904cc2685a97555c4c1e6,2025-03-13T07:49:37Z,192.168.165.205,203.0.113.245,22338,4526,ff66faaecc79afba1e6699741746b1ed9f970db53fcc58d93ff4d9743ec196e4,SYNTHETIC,6bc084b677a63411,1.0.0
OBS-6c6c80727a79e66827030027,2025-03-16T07:48:41Z,198.51.100.137,192.168.0.24,21512,22499,ff66faaecc79afba1e6699741746b1ed9f970db53fcc58d93ff4d9743ec196e4,SYNTHETIC,6bc084b677a63411,1.0.0
